source_file/page,source_line,link_text_or_identifier,target_url/path,link_type,status,issue_description,recommended_fix
projects/file_manager.html,1,ORPHAN_PAGE,projects/file_manager.html,internal,suspicious,Page has no incoming internal links,"Link this page from navigation or another indexable page, or remove it."
projects/file_manager.html,10,link,https://fonts.googleapis.com/css2?family=Inter:wght@300;400;600;700;800&family=JetBrains+Mono:wght@400;600&display=swap,external,suspicious,External URL not checked,Validate external target availability.
projects/file_manager.html,11,script,https://cdnjs.cloudflare.com/ajax/libs/pdf.js/3.11.174/pdf.min.js,external,suspicious,External URL not checked,Validate external target availability.
projects/gba-emulator.html,7,link,https://fonts.googleapis.com/css2?family=Inter:wght@300;400;600;700;800&display=swap,external,suspicious,External URL not checked,Validate external target availability.
projects/gps.html,7,link,https://unpkg.com/leaflet@1.9.4/dist/leaflet.css,external,suspicious,External URL not checked,Validate external target availability.
projects/gps.html,8,script,https://unpkg.com/leaflet@1.9.4/dist/leaflet.js,external,suspicious,External URL not checked,Validate external target availability.
projects/gps.html,9,link,https://unpkg.com/leaflet-control-geocoder/dist/Control.Geocoder.css,external,suspicious,External URL not checked,Validate external target availability.
projects/gps.html,10,script,https://unpkg.com/leaflet-control-geocoder/dist/Control.Geocoder.js,external,suspicious,External URL not checked,Validate external target availability.
projects/horse_simulator.html,1,ORPHAN_PAGE,projects/horse_simulator.html,internal,suspicious,Page has no incoming internal links,"Link this page from navigation or another indexable page, or remove it."
projects/iqos_timer.html,7,link,https://fonts.googleapis.com/css2?family=Inter:wght@300;400;600;700;800&display=swap,external,suspicious,External URL not checked,Validate external target availability.
projects/kinect.html,7,link,https://fonts.googleapis.com/css2?family=Inter:wght@400;600;800&display=swap,external,suspicious,External URL not checked,Validate external target availability.
projects/kinect.html,136,script,https://cdn.jsdelivr.net/npm/@mediapipe/camera_utils/camera_utils.js,external,suspicious,External URL not checked,Validate external target availability.
projects/kinect.html,137,script,https://cdn.jsdelivr.net/npm/@mediapipe/control_utils/control_utils.js,external,suspicious,External URL not checked,Validate external target availability.
projects/kinect.html,138,script,https://cdn.jsdelivr.net/npm/@mediapipe/drawing_utils/drawing_utils.js,external,suspicious,External URL not checked,Validate external target availability.
projects/kinect.html,139,script,https://cdn.jsdelivr.net/npm/@mediapipe/hands/hands.js,external,suspicious,External URL not checked,Validate external target availability.
projects/kinect_2.html,7,link,https://fonts.googleapis.com/css2?family=Inter:wght@400;600&display=swap,external,suspicious,External URL not checked,Validate external target availability.
projects/longest_midi.html,1,ORPHAN_PAGE,projects/longest_midi.html,internal,suspicious,Page has no incoming internal links,"Link this page from navigation or another indexable page, or remove it."
projects/longest_midi.html,12,script,https://cdn.jsdelivr.net/npm/tone@14.8.39/build/Tone.min.js,external,suspicious,External URL not checked,Validate external target availability.
projects/lyrics_finder.html,1,ORPHAN_PAGE,projects/lyrics_finder.html,internal,suspicious,Page has no incoming internal links,"Link this page from navigation or another indexable page, or remove it."
projects/mesh_camera2.html,1,ORPHAN_PAGE,projects/mesh_camera2.html,internal,suspicious,Page has no incoming internal links,"Link this page from navigation or another indexable page, or remove it."
projects/mesh_camera2.html,7,script,https://cdn.jsdelivr.net/npm/@mediapipe/camera_utils/camera_utils.js,external,suspicious,External URL not checked,Validate external target availability.
projects/mesh_camera2.html,8,script,https://cdn.jsdelivr.net/npm/@mediapipe/control_utils/control_utils.js,external,suspicious,External URL not checked,Validate external target availability.
projects/mesh_camera2.html,9,script,https://cdn.jsdelivr.net/npm/@mediapipe/drawing_utils/drawing_utils.js,external,suspicious,External URL not checked,Validate external target availability.
projects/mesh_camera2.html,10,script,https://cdn.jsdelivr.net/npm/@mediapipe/face_mesh/face_mesh.js,external,suspicious,External URL not checked,Validate external target availability.
projects/morse.html,7,link,https://fonts.googleapis.com/css2?family=Inter:wght@300;400;600;700;800&display=swap,external,suspicious,External URL not checked,Validate external target availability.
projects/nails.html,1,ORPHAN_PAGE,projects/nails.html,internal,suspicious,Page has no incoming internal links,"Link this page from navigation or another indexable page, or remove it."
projects/nails.html,7,script,https://cdn.jsdelivr.net/npm/@mediapipe/camera_utils/camera_utils.js,external,suspicious,External URL not checked,Validate external target availability.
projects/nails.html,8,script,https://cdn.jsdelivr.net/npm/@mediapipe/control_utils/control_utils.js,external,suspicious,External URL not checked,Validate external target availability.
projects/nails.html,9,script,https://cdn.jsdelivr.net/npm/@mediapipe/drawing_utils/drawing_utils.js,external,suspicious,External URL not checked,Validate external target availability.
projects/nails.html,10,script,https://cdn.jsdelivr.net/npm/@mediapipe/hands/hands.js,external,suspicious,External URL not checked,Validate external target availability.
projects/nba_simulator.html,1,ORPHAN_PAGE,projects/nba_simulator.html,internal,suspicious,Page has no incoming internal links,"Link this page from navigation or another indexable page, or remove it."
projects/people_simulator.html,8,script,https://d3js.org/d3.v7.min.js,external,suspicious,External URL not checked,Validate external target availability.
projects/people_simulator.html,9,script,https://d3js.org/topojson.v3.min.js,external,suspicious,External URL not checked,Validate external target availability.
projects/qrcode.html,7,link,https://fonts.googleapis.com/css2?family=Inter:wght@300;400;600;700;800&display=swap,external,suspicious,External URL not checked,Validate external target availability.
projects/qrcode.html,8,script,https://unpkg.com/html5-qrcode,external,suspicious,External URL not checked,Validate external target availability.
projects/quiz.html,7,link,https://fonts.googleapis.com/css2?family=Inter:wght@300;400;600;700;800&display=swap,external,suspicious,External URL not checked,Validate external target availability.
projects/quizzes/luca_quiz.html,1,ORPHAN_PAGE,projects/quizzes/luca_quiz.html,internal,suspicious,Page has no incoming internal links,"Link this page from navigation or another indexable page, or remove it."
projects/quizzes/luca_quiz.html,7,link,https://fonts.googleapis.com/css2?family=Inter:wght@300;400;600;700;800&display=swap,external,suspicious,External URL not checked,Validate external target availability.
projects/quizzes/quiz01.html,7,link,https://fonts.googleapis.com/css2?family=Inter:wght@300;400;600;700&display=swap,external,suspicious,External URL not checked,Validate external target availability.
projects/quizzes/quiz02.html,7,link,https://fonts.googleapis.com/css2?family=Inter:wght@300;400;600;700&display=swap,external,suspicious,External URL not checked,Validate external target availability.
projects/radio.html,1,ORPHAN_PAGE,projects/radio.html,internal,suspicious,Page has no incoming internal links,"Link this page from navigation or another indexable page, or remove it."
projects/rave.html,1,ORPHAN_PAGE,projects/rave.html,internal,suspicious,Page has no incoming internal links,"Link this page from navigation or another indexable page, or remove it."
projects/rave.html,29,button #apri,rave/index.html,internal,suspicious,Non-crawlable fake link on non-anchor element,"Use <a href=""...""> for navigation; keep JS event only as enhancement."
projects/rave/index.html,10,link,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 100 100'%3E%3Ctext y='.9em' font-size='90'%3E%F0%9F%8E%A8%3C/text%3E%3C/svg%3E",external,suspicious,External URL not checked,Validate external target availability.
projects/reader.html,7,link,https://fonts.googleapis.com/css2?family=Inter:wght@300;400;600;700&display=swap,external,suspicious,External URL not checked,Validate external target availability.
projects/reader.html,8,script,https://cdnjs.cloudflare.com/ajax/libs/jszip/3.1.5/jszip.min.js,external,suspicious,External URL not checked,Validate external target availability.
projects/reader.html,9,script,https://cdn.jsdelivr.net/npm/epubjs/dist/epub.min.js,external,suspicious,External URL not checked,Validate external target availability.
projects/rock_paper_scissors.html,7,link,https://fonts.googleapis.com/css2?family=Inter:wght@400;600;800&display=swap,external,suspicious,External URL not checked,Validate external target availability.
projects/sankey.html,1,ORPHAN_PAGE,projects/sankey.html,internal,suspicious,Page has no incoming internal links,"Link this page from navigation or another indexable page, or remove it."
projects/sankey.html,92,script,https://d3js.org/d3.v7.min.js,external,suspicious,External URL not checked,Validate external target availability.
projects/sankey.html,93,script,https://unpkg.com/d3-sankey@0.12.3/dist/d3-sankey.min.js,external,suspicious,External URL not checked,Validate external target availability.
projects/scraping.html,1,ORPHAN_PAGE,projects/scraping.html,internal,suspicious,Page has no incoming internal links,"Link this page from navigation or another indexable page, or remove it."
projects/scraping.html,8,link,https://cdn.jsdelivr.net/npm/bootstrap@5.3.0/dist/css/bootstrap.min.css,external,suspicious,External URL not checked,Validate external target availability.
projects/scraping.html,10,link,https://cdnjs.cloudflare.com/ajax/libs/font-awesome/6.4.0/css/all.min.css,external,suspicious,External URL not checked,Validate external target availability.
projects/seconds_distance.html,1,ORPHAN_PAGE,projects/seconds_distance.html,internal,suspicious,Page has no incoming internal links,"Link this page from navigation or another indexable page, or remove it."
projects/seriea_simulator.html,1,ORPHAN_PAGE,projects/seriea_simulator.html,internal,suspicious,Page has no incoming internal links,"Link this page from navigation or another indexable page, or remove it."
projects/shhh-reader.html,1,ORPHAN_PAGE,projects/shhh-reader.html,internal,suspicious,Page has no incoming internal links,"Link this page from navigation or another indexable page, or remove it."
projects/shhh-reader.html,28,button #apri,shhh-reader/index.html,internal,suspicious,Non-crawlable fake link on non-anchor element,"Use <a href=""...""> for navigation; keep JS event only as enhancement."
projects/shhh-reader/index.html,12,link,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'%3E%3Crect width='512' height='512' rx='64' fill='%230a0a0a'/%3E%3Ccircle cx='256' cy='256' r='180' fill='none' stroke='%23e94560' stroke-width='20'/%3E%3Ctext x='256' y='310' font-family='Georgia,serif' font-size='240' font-weight='bold' text-anchor='middle' fill='%23e94560'%3ES%3C/text%3E%3C/svg%3E",external,suspicious,External URL not checked,Validate external target availability.
projects/shhh-reader/index.html,78,iframe #browser-frame title=Browser,about:blank,external,suspicious,External URL not checked,Validate external target availability.
projects/shhh-reader/index.html,163,script,https://cdn.jsdelivr.net/npm/pdfjs-dist@3.11/build/pdf.min.js,external,suspicious,External URL not checked,Validate external target availability.
projects/shhh-reader/index.html,164,script,https://cdn.jsdelivr.net/npm/epubjs@0.3.93/dist/epub.min.js,external,suspicious,External URL not checked,Validate external target availability.
projects/shhh-reader/index.html,165,script,https://cdn.jsdelivr.net/npm/marked/marked.min.js,external,suspicious,External URL not checked,Validate external target availability.
projects/sierpinski.html,8,link,https://fonts.googleapis.com/css2?family=Inter:wght@400;600;800&family=Fredoka:wght@500;600&display=swap,external,suspicious,External URL not checked,Validate external target availability.
projects/smile_detection.html,1,ORPHAN_PAGE,projects/smile_detection.html,internal,suspicious,Page has no incoming internal links,"Link this page from navigation or another indexable page, or remove it."
projects/smile_detection.html,29,button #apri,smile_detection/index.html,internal,suspicious,Non-crawlable fake link on non-anchor element,"Use <a href=""...""> for navigation; keep JS event only as enhancement."
projects/smile_detection/index.html,10,link,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 100 100'%3E%3Ctext y='.9em' font-size='90'%3E😁%3C/text%3E%3C/svg%3E",external,suspicious,External URL not checked,Validate external target availability.
projects/streaming.html,1,ORPHAN_PAGE,projects/streaming.html,internal,suspicious,Page has no incoming internal links,"Link this page from navigation or another indexable page, or remove it."
projects/text_recognition.html,1,ORPHAN_PAGE,projects/text_recognition.html,internal,suspicious,Page has no incoming internal links,"Link this page from navigation or another indexable page, or remove it."
projects/text_recognition.html,7,script,https://cdn.jsdelivr.net/npm/tesseract.js@5/dist/tesseract.min.js,external,suspicious,External URL not checked,Validate external target availability.
projects/tiny_ai.html,267,openrouter.ai/keys,https://openrouter.ai/keys,external,suspicious,External URL not checked,Validate external target availability.
projects/tracker.html,7,link,https://fonts.googleapis.com/css2?family=Inter:wght@400;600&display=swap,external,suspicious,External URL not checked,Validate external target availability.
projects/virtual_drums.html,8,link,https://fonts.googleapis.com/css2?family=Inter:wght@400;600;800&display=swap,external,suspicious,External URL not checked,Validate external target availability.
projects/virtual_puppeteer.html,8,link,https://fonts.googleapis.com/css2?family=Inter:wght@400;600;800&family=Fredoka:wght@500;600;700&display=swap,external,suspicious,External URL not checked,Validate external target availability.
projects/virtual_puppeteer.html,9,link,https://cdnjs.cloudflare.com/ajax/libs/font-awesome/6.4.0/css/all.min.css,external,suspicious,External URL not checked,Validate external target availability.
projects/walkietalkie.html,7,script,https://unpkg.com/peerjs@1.5.2/dist/peerjs.min.js,external,suspicious,External URL not checked,Validate external target availability.
projects/workout.html,7,link,https://fonts.googleapis.com/css2?family=Inter:wght@300;400;600;700;800&display=swap,external,suspicious,External URL not checked,Validate external target availability.
projects/world_weather.html,7,link,https://unpkg.com/leaflet@1.9.4/dist/leaflet.css,external,suspicious,External URL not checked,Validate external target availability.
projects/world_weather.html,98,script,https://unpkg.com/leaflet@1.9.4/dist/leaflet.js,external,suspicious,External URL not checked,Validate external target availability.
book-writer/index.html,11,link,style.css,asset,valid,,
book-writer/index.html,17,← Portfolio,../index.html,internal,valid,,
book-writer/index.html,170,script,app.js,asset,valid,,
games.html,8,link,assets/favicon.svg,asset,valid,,
games.html,9,link,assets/css/catalog.css,asset,valid,,
games.html,34,Open Arcade Lab,games/arcade-lab/index.html,internal,valid,,
games.html,34,Play QuoteSmith,games/quotesmith/index.html,internal,valid,,
games.html,34,← Portfolio,index.html,internal,valid,,
games.html,34,Browser Lab →,lab/index.html,internal,valid,,
games.html,47,script,assets/js/catalog-data.js,asset,valid,,
games.html,48,script,assets/js/catalog.js,asset,valid,,
games/CDD.html,44,← Exit,../index.html#games,internal,valid,,
games/airhockey.html,11,link,../assets/favicon.svg,asset,valid,,
games/airhockey.html,13,link,../assets/css/main.css,asset,valid,,
games/airhockey.html,293,← Back to Games,../index.html#games,internal,valid,,
games/arcade-lab/index.html,9,link,style.css,asset,valid,,
games/arcade-lab/index.html,12,A LUCA / ARCADE LAB,../../index.html,internal,valid,,
games/arcade-lab/index.html,12,Portfolio,../../index.html,internal,valid,,
games/arcade-lab/index.html,12,Lab,../../lab/index.html,internal,valid,,
games/arcade-lab/index.html,18,script,app.js,asset,valid,,
games/aviator.html,236,← Back,../index.html#games,internal,valid,,
games/backgammon.html,165,script,top_buttons.js,asset,valid,,
games/battlelands_royale.html,8,link,battlelands_manifest.json,asset,valid,,
games/battlelands_royale.html,9,link,../assets/images/games/battlelands_icon_192.png,asset,valid,,
games/battleship.html,686,script,../top_buttons.js,asset,valid,,
games/blackjack.html,356,← Back,../index.html#games,internal,valid,,
games/brawl_stars.html,50,script,brawl_map.js,asset,valid,,
games/briscola.html,244,Exit,../index.html#projects,internal,valid,,
games/card-games/public/index.html,7,link,css/style.css,asset,valid,,
games/card-games/public/index.html,103,script,js/local-bundle.js,asset,valid,,
games/card-games/public/index.html,104,script,js/cards.js,asset,valid,,
games/card-games/public/index.html,105,script,js/local-server.js,asset,valid,,
games/card-games/public/index.html,106,script,js/lobby.js,asset,valid,,
games/card-games/public/index.html,107,script,js/game.js,asset,valid,,
games/cards.html,1173,← Back,../index.html,internal,valid,,
games/cards.html,2603,script,mega_battle.js,asset,valid,,
games/cards.html,2604,script,scopa_battle.js,asset,valid,,
games/chess.html,127,← Back to Portfolio,../index.html#games,internal,valid,,
games/clash_royale.html,7,link,../assets/css/main.css,asset,valid,,
games/clash_royale.html,272,Back,../index.html,internal,valid,,
games/coloring_book.html,169,script,top_buttons.js,asset,valid,,
games/coop-game.html,28,"div #sub>A cooperative chronicle of a semi-legal biotech farmhouse</div>
  <button id=",coop-game/index.html,internal,valid,,
games/coop-game/index.html,11,link,manifest.webmanifest,internal,valid,,
games/coop-game/index.html,12,link,icons/icon-192.svg,asset,valid,,
games/coop-game/index.html,13,link,icons/apple-touch-icon.png,asset,valid,,
games/coop-game/index.html,14,link,style.css,asset,valid,,
games/coop-game/index.html,272,script,js/data.js,asset,valid,,
games/coop-game/index.html,273,script,js/helpers.js,asset,valid,,
games/coop-game/index.html,274,script,js/pwa.js,asset,valid,,
games/coop-game/index.html,275,script,js/bootstrap.js,asset,valid,,
games/coop-game/index.html,276,script,js/render.js,asset,valid,,
games/coop-game/index.html,277,script,js/gameplay.js,asset,valid,,
games/coop-game/index.html,278,script,script.js,asset,valid,,
games/dama.html,144,← Back to Portfolio,../index.html#games,internal,valid,,
games/drinking_game.html,1031,script,top_buttons.js,asset,valid,,
games/echoes-of-the-last-dawn.html,28,button #apri,echoes-of-the-last-dawn/index.html,internal,valid,,
games/echoes-of-the-last-dawn/index.html,12,link,styles.css,asset,valid,,
games/echoes-of-the-last-dawn/index.html,108,script,src/main.js,asset,valid,,
games/flappy_bird.html,108,script,top_buttons.js,asset,valid,,
games/forza4.html,11,link,../assets/favicon.svg,asset,valid,,
games/forza4.html,13,link,../assets/css/main.css,asset,valid,,
games/forza4.html,346,script,top_buttons.js,asset,valid,,
games/friends-tycoon.html,28,button #apri,friends-tycoon/index.html,internal,valid,,
games/friends-tycoon/index.html,11,link,style.css,asset,valid,,
games/friends-tycoon/index.html,39,script,data/balance.js,asset,valid,,
games/friends-tycoon/index.html,40,script,data/characters.js,asset,valid,,
games/friends-tycoon/index.html,41,script,data/houses.js,asset,valid,,
games/friends-tycoon/index.html,42,script,data/vehicles.js,asset,valid,,
games/friends-tycoon/index.html,43,script,data/activities.js,asset,valid,,
games/friends-tycoon/index.html,44,script,data/minigames.js,asset,valid,,
games/friends-tycoon/index.html,45,script,data/randomevents.js,asset,valid,,
games/friends-tycoon/index.html,46,script,data/missions.js,asset,valid,,
games/friends-tycoon/index.html,47,script,data/scenes.js,asset,valid,,
games/friends-tycoon/index.html,48,script,js/state.js,asset,valid,,
games/friends-tycoon/index.html,49,script,js/time.js,asset,valid,,
games/friends-tycoon/index.html,50,script,js/audio.js,asset,valid,,
games/friends-tycoon/index.html,51,script,js/save.js,asset,valid,,
games/friends-tycoon/index.html,52,script,js/idle.js,asset,valid,,
games/friends-tycoon/index.html,53,script,js/characters.js,asset,valid,,
games/friends-tycoon/index.html,54,script,js/economy.js,asset,valid,,
games/friends-tycoon/index.html,55,script,js/sim.js,asset,valid,,
games/friends-tycoon/index.html,56,script,js/minigame.js,asset,valid,,
games/friends-tycoon/index.html,57,script,js/render3d.js,asset,valid,,
games/friends-tycoon/index.html,58,script,js/charscene.js,asset,valid,,
games/friends-tycoon/index.html,59,script,js/ui.js,asset,valid,,
games/friends-tycoon/index.html,60,script,js/main.js,asset,valid,,
games/geom_dash.html,11,link,../assets/favicon.svg,asset,valid,,
games/geom_dash.html,13,link,../assets/css/main.css,asset,valid,,
games/geom_dash.html,277,← Back to Games,../index.html#games,internal,valid,,
games/goose.html,491,script,top_buttons.js,asset,valid,,
games/goose.html,494,← Back,../index.html#games,internal,valid,,
games/guess_who.html,282,Exit,../index.html#projects,internal,valid,,
games/index.html,8,link,../assets/favicon.svg,asset,valid,,
games/index.html,9,link,../assets/css/catalog.css,asset,valid,,
games/index.html,34,← Portfolio,../index.html,internal,valid,,
games/index.html,34,Browser Lab →,../lab/index.html,internal,valid,,
games/index.html,34,Open Arcade Lab,arcade-lab/index.html,internal,valid,,
games/index.html,34,Play QuoteSmith,quotesmith/index.html,internal,valid,,
games/index.html,47,script,../assets/js/catalog-data.js,asset,valid,,
games/index.html,48,script,../assets/js/catalog.js,asset,valid,,
games/kart.html,172,← Torna al Portfolio,../index.html,internal,valid,,
games/math_duel.html,199,BACK,../index.html,internal,valid,,
games/memory.html,11,link,../assets/favicon.svg,asset,valid,,
games/memory.html,13,link,../assets/css/main.css,asset,valid,,
games/memory.html,345,← Back to Games,../index.html#games,internal,valid,,
games/mobile_air_hockey.html,144,← Back,../index.html#games,internal,valid,,
games/orto-magico.html,29,button #apri,orto-magico/index.html,internal,valid,,
games/orto-magico/index.html,11,link,manifest.webmanifest,internal,valid,,
games/orto-magico/index.html,12,link,icons/icon-192.svg,asset,valid,,
games/orto-magico/index.html,13,link,icons/icon-192.svg,asset,valid,,
games/orto-magico/index.html,14,link,style.css,asset,valid,,
games/orto-magico/index.html,44,script,js/main.js,asset,valid,,
games/pinball.html,247,script,top_buttons.js,asset,valid,,
games/pixel_runner.html,128,script,top_buttons.js,asset,valid,,
games/plane.html,92,Exit Game,../index.html,internal,valid,,
games/pokedex.html,309,← Back,../index.html,internal,valid,,
games/pokemon.html,9,link,../assets/css/pokemon.css,asset,valid,,
games/pokemon.html,12,← Back,../index.html,internal,valid,,
games/pokemon.html,72,script,../assets/js/pokemon/constants.js,asset,valid,,
games/pokemon.html,73,script,../assets/js/pokemon/sprites.js,asset,valid,,
games/pokemon.html,74,script,../assets/js/pokemon/state.js,asset,valid,,
games/pokemon.html,75,script,../assets/js/pokemon/utils.js,asset,valid,,
games/pokemon.html,76,script,../assets/js/pokemon/map.js,asset,valid,,
games/pokemon.html,77,script,../assets/js/pokemon/render.js,asset,valid,,
games/pokemon.html,78,script,../assets/js/pokemon/gameplay.js,asset,valid,,
games/pokemon.html,79,script,../assets/js/pokemon/main.js,asset,valid,,
games/poker.html,516,← Back,../index.html#games,internal,valid,,
games/pokopia-clone.html,29,button #apri,pokopia-clone/index.html,internal,valid,,
games/pokopia-clone/index.html,11,link,manifest.webmanifest,internal,valid,,
games/pokopia-clone/index.html,12,link,icons/192.png,asset,valid,,
games/pokopia-clone/index.html,13,link,icons/192.png,asset,valid,,
games/pokopia-clone/index.html,14,link,style.css,asset,valid,,
games/pokopia-clone/index.html,69,script,js/data.js,asset,valid,,
games/pokopia-clone/index.html,70,script,js/sprites.js,asset,valid,,
games/pokopia-clone/index.html,71,script,js/audio.js,asset,valid,,
games/pokopia-clone/index.html,72,script,js/world.js,asset,valid,,
games/pokopia-clone/index.html,73,script,js/pokemon.js,asset,valid,,
games/pokopia-clone/index.html,74,script,js/save.js,asset,valid,,
games/pokopia-clone/index.html,75,script,js/ui.js,asset,valid,,
games/pokopia-clone/index.html,76,script,js/game.js,asset,valid,,
games/quantum_tictactoe.html,191,← Back,../index.html#games,internal,valid,,
games/quotesmith/index.html,11,link,manifest.webmanifest,internal,valid,,
games/quotesmith/index.html,12,link,icons/icon.svg,asset,valid,,
games/quotesmith/index.html,13,link,icons/icon.svg,asset,valid,,
games/quotesmith/index.html,14,link,style.css,asset,valid,,
games/quotesmith/index.html,20,Q QUOTE SMITH,../../index.html,internal,valid,,
games/quotesmith/index.html,25,⌘,../index.html,internal,valid,,
games/quotesmith/index.html,109,script,data.js,asset,valid,,
games/quotesmith/index.html,110,script,engine.js,asset,valid,,
games/quotesmith/index.html,111,script,script.js,asset,valid,,
games/referendum-game/index.html,20,link,manifest.json,asset,valid,,
games/referendum-game/index.html,28,link,style.css,asset,valid,,
games/referendum-game/index.html,308,script,room.js,asset,valid,,
games/referendum-game/index.html,309,script,minigame.js,asset,valid,,
games/referendum-game/index.html,310,script,app.js,asset,valid,,
games/rpg_game_dist_index.html,5,link,../rpg_game/dist/vite.svg,asset,valid,,
games/rpg_game_dist_index.html,14,script,../rpg_game/dist/assets/index-C_KKmuFY.js,asset,valid,,
games/rpg_game_dist_index.html,15,link,../rpg_game/dist/assets/index-BeQ9uoc0.css,asset,valid,,
games/scopa.html,263,Exit,../index.html#projects,internal,valid,,
games/shogi.html,241,script,top_buttons.js,asset,valid,,
games/shotmind/index.html,11,link,manifest.json,asset,valid,,
games/shotmind/index.html,12,link,icons/icon.svg,asset,valid,,
games/shotmind/index.html,13,link,icons/icon-192.png,asset,valid,,
games/shotmind/index.html,14,link,style.css,asset,valid,,
games/shotmind/index.html,133,script,game.js,asset,valid,,
games/shotmind/index.html,134,script,script.js,asset,valid,,
games/slot.html,11,link,../assets/favicon.svg,asset,valid,,
games/slot.html,13,link,../assets/css/main.css,asset,valid,,
games/slot.html,369,← Back to Games,../index.html#games,internal,valid,,
games/snake.html,11,link,../assets/favicon.svg,asset,valid,,
games/snake.html,13,link,../assets/css/main.css,asset,valid,,
games/snake.html,293,script,top_buttons.js,asset,valid,,
games/snake.html,298,← Back to Games,../index.html#games,internal,valid,,
games/space_invaders.html,167,script,top_buttons.js,asset,valid,,
games/taboo.html,9,link,../assets/favicon.svg,asset,valid,,
games/taboo.html,305,script,top_buttons.js,asset,valid,,
games/tamagotchi.html,9,link,../assets/favicon.svg,asset,valid,,
games/tamagotchi.html,11,link,../assets/css/main.css,asset,valid,,
games/tamagotchi.html,441,← Back,../index.html#games,internal,valid,,
games/tamagotchi.html,514,WebGL check,webgl_diagnostics.html,internal,valid,,
games/tetris.html,7,link,../assets/css/main.css,asset,valid,,
games/tetris.html,442,script,top_buttons.js,asset,valid,,
games/tokyo.html,172,← Back,../index.html#games,internal,valid,,
games/tower_defense.html,210,script,top_buttons.js,asset,valid,,
games/watermelon.html,12,link,../assets/favicon.svg,asset,valid,,
games/watermelon.html,14,link,../assets/css/main.css,asset,valid,,
games/watermelon.html,134,← Back,../index.html#games,internal,valid,,
games/webgl_diagnostics.html,7,link,../assets/favicon.svg,asset,valid,,
games/webgl_diagnostics.html,36,← Torna al Tamagotchi,/games/tamagotchi.html,internal,valid,,
games/wikipedia_game.html,222,script,top_buttons.js,asset,valid,,
games/yatzee.html,360,←,../index.html,internal,valid,,
games/yatzee_solo.html,375,←,../index.html,internal,valid,,
index.html,43,link,./assets/favicon.svg,asset,valid,,
index.html,44,link,./assets/favicon.ico,asset,valid,,
index.html,45,link,./assets/apple-touch-icon.png,asset,valid,,
index.html,46,link,./manifest.json,asset,valid,,
index.html,61,link,./assets/css/main.css,asset,valid,,
index.html,62,link,./assets/css/design-system.css,asset,valid,,
index.html,63,link,./assets/css/secret-themes.css,asset,valid,,
index.html,64,link,./assets/css/animations.css,asset,valid,,
index.html,65,link,./assets/css/recruiter-mode.css,asset,valid,,
index.html,66,link,./assets/css/cookies.css,asset,valid,,
index.html,67,link,./assets/css/twin-mode.css,asset,valid,,
index.html,68,link,./assets/css/nerve-center.css,asset,valid,,
index.html,69,link,./assets/css/terminal-mode.css,asset,valid,,
index.html,70,link,./assets/css/portfolio-xp.css,asset,valid,,
index.html,71,link,./assets/css/home-refresh.css,asset,valid,,
index.html,72,link,./assets/css/catalog.css,asset,valid,,
index.html,75,link,./assets/cv_gandolfi.jpeg,asset,valid,,
index.html,187,👤 About Me,#about,anchor,valid,,
index.html,191,⚡ Skills,#skills,anchor,valid,,
index.html,195,🗣️ Languages,#languages,anchor,valid,,
index.html,199,💼 Experience,pages/main/timeline.html,internal,valid,,
index.html,203,🏆 Achievements,#selected-work,anchor,valid,,
index.html,207,🚀 Projects,#projects,anchor,valid,,
index.html,211,🧪 Lab,#lab,anchor,valid,,
index.html,215,🎮 Arcade,#games,anchor,valid,,
index.html,219,🗄️ Cabinet,#cabinet,anchor,valid,,
index.html,223,📝 Blog,pages/main/blog.html,internal,valid,,
index.html,227,🛒 Shop,pages/main/shop.html,internal,valid,,
index.html,231,💬 Testimonials,#testimonials,anchor,valid,,
index.html,235,✉️ Contact,#contact,anchor,valid,,
index.html,239,📄 Download CV,./assets/CV_Gandolfi_Luca.pdf,asset,valid,,
index.html,252,img #profileImg .profile-img,./assets/cv_gandolfi.jpeg,asset,valid,,
index.html,258,📄 Download CV,./assets/CV_Gandolfi_Luca.pdf,asset,valid,,
index.html,276,"Read
                            my life in comics",pages/main/life_comic.html,internal,valid,,
index.html,290,See selected work,#selected-work,anchor,valid,,
index.html,291,Start a conversation,#contact,anchor,valid,,
index.html,295,01 Work Projects with a point,#selected-work,anchor,valid,,
index.html,296,"02 Lab AI, hardware and odd ideas",#lab,anchor,valid,,
index.html,297,03 Arcade Games made for humans,#games,anchor,valid,,
index.html,298,"04 Cabinet Books, music and life",#cabinet,anchor,valid,,
index.html,313,Open the full project index →,#projects,anchor,valid,,
index.html,316,"01 / AI Tiny Local AI A text-generation experiment designed to run locally, with the machine in charge and the cloud politely waiting outside. Explore experiment →",projects/tiny_ai.html,internal,valid,,
index.html,321,"02 / DATA World Weather Map Interactive weather exploration built around maps, APIs and the joy of making invisible data visible. Open project →",projects/world_weather.html,internal,valid,,
index.html,326,03 / VISION FaceMesh Camera Real-time face tracking and mesh visualization in the browser. Open project →,projects/facemesh_camera.html,internal,valid,,
